Customer ID,Name,Product Type,Year,RAM (GB),HDD (GB),Location,Warranty,Age,OS,Office,Antivirus,Service Taken,Ram Service,HDD Service,OS Update,Office Update,Antivirus Upgrade,Warranty Service,,,,,
707217,DRISHTI ROY,Laptop,2009,4,180,China,3,18,Windows 7,Office 2007,McAfee 2009,1,0,1,0,0,0,1,,,,,
743349,DRISHTI ROY,Desktop,2012,4,360,China,5,33,Windows 8,Office 2010,McAfee 2012,0,0,1,0,1,0,1,,,,,
152896,DRISHTI ROY,Laptop,2015,4,500,China,1,20,Windows 10,Office 2013,McAfee 2015,1,1,1,0,0,1,0,,,,,
970054,EBBEY THOMAS,Workstation,2009,4,180,UAE,3,34,Windows 7,Office 2007,McAfee 2009,0,0,0,0,0,0,1,,,,,
257645,EBBEY THOMAS,Laptop,2015,4,500,UAE,4,32,Windows 10,Office 2013,McAfee 2015,0,1,0,0,1,1,1,,,,,
585444,EBBEY THOMAS,Workstation,2015,4,1000,USA,5,47,Windows 10,Office 2013,McAfee 2015,0,0,0,0,1,1,0,,,,,
739192,EBBEY THOMAS,Desktop,2018,4,1000,USA,2,43,Windows 10,Office 2016,McAfee 2018,0,0,0,0,1,1,0,,,,,
412243,EBBEY THOMAS,Desktop,2009,2,180,UAE,3,52,Windows 7,Office 2007,McAfee 2009,1,0,1,1,0,0,0,,,,,
240332,EBBEY THOMAS,Laptop,2012,4,360,USA,4,49,Windows 8,Office 2010,McAfee 2012,1,0,1,1,0,1,1,,,,,
513797,EBBEY THOMAS,Desktop,2012,4,360,UAE,3,45,Windows 8,Office 2010,McAfee 2012,1,1,1,1,0,0,0,,,,,
744347,EBBEY THOMAS,Laptop,2018,8,1000,USA,3,57,Windows 10,Office 2016,McAfee 2018,0,0,0,1,1,0,0,,,,,
461754,Eshaan Salwan,Laptop,2009,2,180,China,1,39,Windows 7,Office 2007,McAfee 2009,0,1,1,0,0,0,1,,,,,
699381,Eshaan Salwan,Desktop,2010,4,240,China,2,38,Windows 7,Office 2010,McAfee 2010,1,1,1,0,1,0,0,,,,,
845548,Eshaan Salwan,Workstation,2010,4,240,Russia,3,41,Windows 7,Office 2010,McAfee 2010,0,0,0,0,1,1,1,,,,,
605979,Eshaan Salwan,Workstation,2012,2,360,China,3,40,Windows 8,Office 2010,McAfee 2012,1,0,1,0,0,1,0,,,,,
914946,Eshaan Salwan,Laptop,2013,2,500,Russia,2,47,Windows 8.1,Office 2013,McAfee 2013,1,1,0,0,0,0,1,,,,,
385346,Eshaan Salwan,Desktop,2013,4,500,Russia,5,47,Windows 8.1,Office 2013,McAfee 2013,1,1,0,1,0,0,0,,,,,
316502,Eshaan Salwan,Laptop,2017,4,500,Russia,2,44,Windows 10,Office 2016,McAfee 2017,0,1,0,1,0,0,0,,,,,
600780,Eshaan Salwan,Workstation,2016,4,1000,China,2,54,Windows 10,Office 2016,McAfee 2016,1,1,0,1,0,0,0,,,,,
896059,FARAZ ANJUM,Workstation,2012,4,360,Singapore,3,21,Windows 8,Office 2010,McAfee 2012,1,1,1,0,0,0,1,,,,,
202343,FARAZ ANJUM,Laptop,2013,4,500,Singapore,1,56,Windows 8.1,Office 2013,McAfee 2013,1,1,0,0,0,0,1,,,,,
373478,FARAZ ANJUM,Desktop,2010,2,240,Singapore,1,37,Windows 7,Office 2010,McAfee 2010,0,1,1,1,1,0,0,,,,,
836155,FARAZ ANJUM,Desktop,2016,8,1000,Singapore,3,53,Windows 10,Office 2016,McAfee 2016,0,0,0,1,1,0,0,,,,,
334047,GADAMSETTI VENKATA NAGAMAHIDHAR,Desktop,2011,2,360,USA,4,59,Windows 7,Office 2010,McAfee 2011,1,1,1,0,1,1,0,,,,,
813578,GADAMSETTI VENKATA NAGAMAHIDHAR,Desktop,2011,4,360,UK,1,35,Windows 7,Office 2010,McAfee 2011,1,0,1,0,0,0,1,,,,,
509441,GADAMSETTI VENKATA NAGAMAHIDHAR,Workstation,2015,4,500,UK,2,21,Windows 10,Office 2013,McAfee 2015,1,1,1,0,0,0,0,,,,,
741608,GADAMSETTI VENKATA NAGAMAHIDHAR,Laptop,2018,4,500,UK,2,35,Windows 10,Office 2016,McAfee 2018,0,0,0,0,1,0,1,,,,,
136066,GADAMSETTI VENKATA NAGAMAHIDHAR,Workstation,2015,4,1000,USA,1,52,Windows 10,Office 2013,McAfee 2015,1,0,0,0,0,0,0,,,,,
265431,GADAMSETTI VENKATA NAGAMAHIDHAR,Workstation,2018,8,2000,USA,1,25,Windows 10,Office 2016,McAfee 2018,0,0,0,0,0,0,0,,,,,
777926,GADAMSETTI VENKATA NAGAMAHIDHAR,Laptop,2017,8,1000,USA,3,42,Windows 10,Office 2016,McAfee 2017,0,0,0,1,1,0,1,,,,,
429862,GADAMSETTI VENKATA NAGAMAHIDHAR,Laptop,2017,8,2000,UK,5,38,Windows 10,Office 2016,McAfee 2017,0,1,0,1,0,1,0,,,,,
323667,GADDAM SIDDHANTH,Desktop,2011,4,240,China,5,47,Windows 7,Office 2010,McAfee 2011,1,1,1,0,1,1,0,,,,,
791182,GADDAM SIDDHANTH,Workstation,2012,2,500,Canada,4,22,Windows 8,Office 2010,McAfee 2012,1,1,0,0,1,0,1,,,,,
746731,GADDAM SIDDHANTH,Laptop,2015,4,500,China,1,52,Windows 10,Office 2013,McAfee 2015,1,1,0,0,0,0,0,,,,,
671191,GADDAM SIDDHANTH,Desktop,2015,8,500,Canada,1,50,Windows 10,Office 2013,McAfee 2015,1,0,1,0,0,0,1,,,,,
627828,GADDAM SIDDHANTH,Laptop,2018,8,1000,China,2,19,Windows 10,Office 2016,McAfee 2018,0,0,0,0,1,0,0,,,,,
268944,GADDAM SIDDHANTH,Laptop,2018,8,1000,Canada,1,25,Windows 10,Office 2016,McAfee 2018,0,1,0,0,0,1,0,,,,,
665134,GADDAM SIDDHANTH,Laptop,2017,8,500,China,1,55,Windows 10,Office 2016,McAfee 2017,0,0,0,1,0,1,0,,,,,
179343,GADDAM SIDDHANTH,Laptop,2018,16,1000,Canada,4,54,Windows 10,Office 2016,McAfee 2018,0,0,0,1,0,1,1,,,,,
480973,GADDE SAI SHAILESH,Desktop,2011,4,360,China,5,25,Windows 7,Office 2010,McAfee 2011,1,1,1,0,0,0,0,,,,,
108634,GADDE SAI SHAILESH,Desktop,2015,4,500,China,3,49,Windows 10,Office 2013,McAfee 2015,0,0,1,0,0,0,1,,,,,
235738,GADDE SAI SHAILESH,Workstation,2015,4,1000,Canada,5,38,Windows 10,Office 2013,McAfee 2015,1,1,0,0,1,0,0,,,,,
773779,GADDE SAI SHAILESH,Workstation,2018,8,1000,Canada,3,54,Windows 10,Office 2016,McAfee 2018,0,0,0,0,0,0,0,,,,,
146726,GADDE SAI SHAILESH,Laptop,2018,8,1000,China,5,28,Windows 10,Office 2016,McAfee 2018,0,1,0,0,0,0,0,,,,,
582524,GADDE SAI SHAILESH,Laptop,2018,8,2000,Canada,2,35,Windows 10,Office 2016,McAfee 2018,0,0,0,0,1,0,0,,,,,
119248,GADDE SAI SHAILESH,Desktop,2012,2,360,Canada,3,22,Windows 8,Office 2010,McAfee 2012,1,1,1,1,0,1,0,,,,,
285791,GADDE SAI SHAILESH,Laptop,2017,8,1000,China,3,59,Windows 10,Office 2016,McAfee 2017,0,1,0,1,0,0,0,,,,,
740712,GADDIPATI SAI ESHWAR,Workstation,2010,4,240,India,2,34,Windows 7,Office 2010,McAfee 2010,0,1,0,0,1,0,0,,,,,
804849,GADDIPATI SAI ESHWAR,Workstation,2014,4,500,India,5,42,Windows 8.1,Office 2013,McAfee 2014,1,1,0,0,0,0,0,,,,,
369094,GADDIPATI SAI ESHWAR,Laptop,2017,4,1000,India,3,18,Windows 10,Office 2016,McAfee 2017,0,1,0,0,0,0,0,,,,,
427391,GADDIPATI SAI ESHWAR,Laptop,2014,4,500,India,3,46,Windows 8.1,Office 2013,McAfee 2014,0,0,0,1,1,0,1,,,,,
794785,GAGAN SIPANI,Laptop,2009,2,180,UK,4,46,Windows 7,Office 2007,McAfee 2009,1,1,1,0,1,0,1,,,,,
661159,GAGAN SIPANI,Workstation,2013,4,240,UK,4,42,Windows 8.1,Office 2013,McAfee 2013,0,0,0,0,0,0,0,,,,,
476398,GAGAN SIPANI,Workstation,2011,4,360,UK,2,59,Windows 7,Office 2010,McAfee 2011,0,0,1,0,1,0,1,,,,,
842856,GAGAN SIPANI,Workstation,2014,8,500,USA,3,54,Windows 8.1,Office 2013,McAfee 2014,1,0,0,0,0,0,0,,,,,
819339,GAGAN SIPANI,Desktop,2016,4,1000,UK,2,38,Windows 10,Office 2016,McAfee 2016,1,1,0,0,1,1,0,,,,,
709323,GAGAN SIPANI,Workstation,2017,4,2000,USA,5,49,Windows 10,Office 2016,McAfee 2017,0,0,0,0,1,0,0,,,,,
462835,GAGAN SIPANI,Workstation,2010,8,240,USA,4,22,Windows 7,Office 2010,McAfee 2010,1,0,0,1,0,0,0,,,,,
630628,GAGAN SIPANI,Workstation,2014,4,360,USA,1,54,Windows 8.1,Office 2013,McAfee 2014,1,1,1,1,0,1,0,,,,,
287378,Gagandeep Kalra,Desktop,2009,2,180,Australia,5,59,Windows 7,Office 2007,McAfee 2009,1,1,1,0,0,1,0,,,,,
608759,Gagandeep Kalra,Desktop,2012,4,360,China,4,49,Windows 8,Office 2010,McAfee 2012,1,1,1,0,1,0,0,,,,,
518700,Gagandeep Kalra,Laptop,2015,4,500,China,4,43,Windows 10,Office 2013,McAfee 2015,1,1,0,0,0,0,0,,,,,
990625,Gagandeep Kalra,Laptop,2016,4,1000,Australia,3,24,Windows 10,Office 2016,McAfee 2016,0,1,0,0,0,1,1,,,,,
573238,Gagandeep Kalra,Desktop,2010,2,240,Australia,3,49,Windows 7,Office 2010,McAfee 2010,1,1,0,1,0,0,1,,,,,
419440,Gagandeep Kalra,Workstation,2012,2,360,Australia,2,59,Windows 8,Office 2010,McAfee 2012,0,0,0,1,0,0,0,,,,,
492909,Gagandeep Kalra,Laptop,2018,16,1000,China,3,33,Windows 10,Office 2016,McAfee 2018,0,1,0,1,0,1,1,,,,,
585859,Gagandeep Kalra,Laptop,2018,8,2000,China,5,58,Windows 10,Office 2016,McAfee 2018,0,1,0,1,0,0,0,,,,,
556144,GAJVEER SINGH RATHORE,Laptop,2009,2,180,India,3,23,Windows 7,Office 2007,McAfee 2009,1,1,0,0,1,1,1,,,,,
230377,GAJVEER SINGH RATHORE,Desktop,2010,2,240,UAE,3,34,Windows 7,Office 2007,McAfee 2010,1,1,1,0,0,0,0,,,,,
390510,GAJVEER SINGH RATHORE,Desktop,2013,4,500,India,1,20,Windows 8.1,Office 2013,McAfee 2013,1,1,0,0,1,0,0,,,,,
225703,GAJVEER SINGH RATHORE,Workstation,2014,4,500,UAE,5,55,Windows 8.1,Office 2013,McAfee 2014,1,1,0,0,1,0,1,,,,,
200155,GAJVEER SINGH RATHORE,Desktop,2014,8,500,UAE,5,31,Windows 8.1,Office 2013,McAfee 2014,1,0,0,0,0,0,0,,,,,
459467,GAJVEER SINGH RATHORE,Desktop,2016,4,1000,India,3,18,Windows 10,Office 2016,McAfee 2016,1,1,0,0,0,0,0,,,,,
431788,GAJVEER SINGH RATHORE,Laptop,2017,8,2000,UAE,1,44,Windows 10,Office 2016,McAfee 2017,0,0,0,0,0,0,0,,,,,
612158,GAJVEER SINGH RATHORE,Workstation,2011,4,360,India,1,47,Windows 7,Office 2010,McAfee 2011,1,0,0,1,1,1,0,,,,,
611831,Garvit Kumbhat,Desktop,2010,2,240,Canada,1,20,Windows 7,Office 2010,McAfee 2010,1,1,1,0,1,0,0,,,,,
673285,Garvit Kumbhat,Laptop,2011,4,360,China,3,43,Windows 7,Office 2010,McAfee 2011,1,1,1,0,0,0,1,,,,,
127336,Garvit Kumbhat,Workstation,2014,4,500,Canada,1,30,Windows 8.1,Office 2013,McAfee 2014,1,1,1,0,0,1,1,,,,,
565253,Garvit Kumbhat,Workstation,2014,4,500,Canada,2,19,Windows 8.1,Office 2013,McAfee 2014,0,1,0,1,1,1,0,,,,,
396006,Garvit Kumbhat,Desktop,2014,4,500,China,5,55,Windows 8.1,Office 2013,McAfee 2014,0,1,1,1,1,1,0,,,,,
673047,Garvit Kumbhat,Desktop,2016,8,1000,China,4,27,Windows 10,Office 2016,McAfee 2016,0,1,0,1,0,0,0,,,,,
162287,Garvit Kumbhat,Desktop,2017,8,1000,Canada,4,27,Windows 10,Office 2016,McAfee 2017,1,0,0,1,0,0,0,,,,,
296489,Garvit Kumbhat,Desktop,2018,4,2000,China,5,54,Windows 10,Office 2016,McAfee 2018,0,0,0,1,1,0,1,,,,,
641239,GARVITA SINGHVI,Laptop,2009,2,180,India,2,43,Windows 7,Office 2007,McAfee 2009,1,1,0,0,0,1,1,,,,,
339944,GARVITA SINGHVI,Laptop,2010,4,240,India,2,18,Windows 7,Office 2010,McAfee 2010,1,1,1,0,1,1,0,,,,,
111469,GARVITA SINGHVI,Desktop,2010,4,240,UAE,3,19,Windows 7,Office 2010,McAfee 2010,1,0,1,0,1,0,0,,,,,
131322,GARVITA SINGHVI,Workstation,2013,4,500,UAE,1,53,Windows 8.1,Office 2013,McAfee 2013,1,0,1,0,0,0,1,,,,,
175011,GARVITA SINGHVI,Desktop,2016,4,1000,India,2,38,Windows 10,Office 2016,McAfee 2016,0,0,0,0,0,0,0,,,,,
387578,GARVITA SINGHVI,Laptop,2012,4,360,UAE,2,26,Windows 8,Office 2010,McAfee 2012,1,0,1,1,0,0,1,,,,,
694797,GARVITA SINGHVI,Laptop,2012,4,360,India,3,23,Windows 8,Office 2010,McAfee 2012,1,0,0,1,0,0,1,,,,,
881546,GARVITA SINGHVI,Desktop,2016,4,2000,UAE,1,48,Windows 10,Office 2016,McAfee 2016,0,0,0,1,0,0,0,,,,,
798179,GAURANG BHARDWAJ,Laptop,2010,4,240,Russia,5,54,Windows 7,Office 2010,McAfee 2010,0,1,1,0,0,1,1,,,,,
405057,GAURANG BHARDWAJ,Workstation,2013,2,500,China,5,20,Windows 8.1,Office 2013,McAfee 2013,1,1,0,0,0,0,1,,,,,
444395,GAURANG BHARDWAJ,Laptop,2016,8,1000,China,1,40,Windows 10,Office 2016,McAfee 2016,1,0,0,0,0,0,1,,,,,
870367,GAURANG BHARDWAJ,Workstation,2009,2,180,China,3,38,Windows 7,Office 2007,McAfee 2009,1,0,1,1,1,1,1,,,,,
211445,GAURANG BHARDWAJ,Workstation,2011,4,360,China,1,34,Windows 7,Office 2010,McAfee 2011,1,1,1,1,0,0,0,,,,,
693968,GAURANG BHARDWAJ,Workstation,2014,4,500,Russia,3,40,Windows 8.1,Office 2013,McAfee 2014,1,1,1,1,0,0,1,,,,,
680270,GAURANG BHARDWAJ,Workstation,2014,8,500,Russia,5,29,Windows 8.1,Office 2013,McAfee 2014,1,1,0,1,0,0,1,,,,,
970690,GAURANG BHARDWAJ,Desktop,2017,4,1000,Russia,3,34,Windows 10,Office 2016,McAfee 2017,0,0,0,1,0,0,0,,,,,
505445,GAURANG CHETAN BHARDWAJ,Laptop,2012,4,360,Russia,2,21,Windows 8,Office 2010,McAfee 2012,0,0,1,0,0,1,1,,,,,
940080,GAURANG CHETAN BHARDWAJ,Laptop,2015,4,500,Russia,2,52,Windows 10,Office 2013,McAfee 2015,1,0,1,0,0,0,0,,,,,
941502,GAURANG CHETAN BHARDWAJ,Workstation,2017,8,1000,China,5,28,Windows 10,Office 2016,McAfee 2017,0,1,0,0,0,0,0,,,,,
166481,GAURANG CHETAN BHARDWAJ,Workstation,2018,8,1000,Russia,3,27,Windows 10,Office 2016,McAfee 2018,0,0,0,0,0,0,1,,,,,
385470,GAURANG CHETAN BHARDWAJ,Laptop,2010,4,240,China,2,51,Windows 7,Office 2010,McAfee 2010,1,1,0,1,0,0,0,,,,,
587131,GAURANG CHETAN BHARDWAJ,Workstation,2013,4,500,China,5,21,Windows 8.1,Office 2013,McAfee 2013,1,1,0,1,0,1,0,,,,,
203743,GAURANG CHETAN BHARDWAJ,Desktop,2013,4,500,China,5,59,Windows 8.1,Office 2013,McAfee 2013,1,0,0,1,0,1,1,,,,,
548183,GAURANG CHETAN BHARDWAJ,Desktop,2018,8,1000,Russia,2,48,Windows 10,Office 2016,McAfee 2018,0,1,0,1,0,0,1,,,,,
386494,GAURAV SINGH,Laptop,2014,4,500,India,5,24,Windows 8.1,Office 2013,McAfee 2014,1,1,1,0,0,1,0,,,,,
191469,GAURAV SINGH,Desktop,2016,8,1000,India,2,51,Windows 10,Office 2016,McAfee 2016,0,0,0,0,0,0,1,,,,,
952924,GAURAV SINGH,Laptop,2018,8,1000,India,1,46,Windows 10,Office 2016,McAfee 2018,0,1,0,0,0,0,0,,,,,
364911,GAURAV SINGH,Workstation,2011,2,360,India,5,41,Windows 7,Office 2010,McAfee 2011,1,0,1,1,1,0,0,,,,,
741574,GAUTAM MEHTA,Workstation,2009,2,180,China,3,24,Windows 7,Office 2007,McAfee 2009,1,1,0,0,1,1,0,,,,,
884313,GAUTAM MEHTA,Workstation,2011,8,360,China,4,48,Windows 7,Office 2010,McAfee 2011,1,0,0,0,0,0,0,,,,,
604031,GAUTAM MEHTA,Desktop,2016,4,500,China,1,33,Windows 10,Office 2016,McAfee 2016,0,1,1,0,0,1,0,,,,,
927181,GAUTAM MEHTA,Desktop,2013,8,500,China,1,24,Windows 8.1,Office 2013,McAfee 2013,1,0,0,0,0,1,0,,,,,
384216,GAUTAM MEHTA,Laptop,2018,8,1000,Russia,2,59,Windows 10,Office 2016,McAfee 2018,0,0,0,0,0,1,1,,,,,
309492,GAUTAM MEHTA,Desktop,2016,4,2000,Russia,4,52,Windows 10,Office 2016,McAfee 2016,0,0,0,0,1,0,0,,,,,
553553,GAUTAM MEHTA,Desktop,2011,2,360,Russia,4,21,Windows 7,Office 2010,McAfee 2011,0,1,1,1,1,0,0,,,,,
396365,GAUTAM MEHTA,Workstation,2014,4,500,Russia,3,53,Windows 8.1,Office 2013,McAfee 2014,1,1,1,1,1,1,1,,,,,
114564,GAUTAM SAINI,Desktop,2009,2,180,USA,3,47,Windows 7,Office 2007,McAfee 2009,1,1,1,0,1,1,1,,,,,
101946,GAUTAM SAINI,Laptop,2011,4,360,Japan,3,58,Windows 7,Office 2010,McAfee 2011,0,1,1,0,1,0,1,,,,,
957493,GAUTAM SAINI,Laptop,2015,4,500,USA,3,27,Windows 10,Office 2013,McAfee 2015,0,0,1,0,0,0,0,,,,,
695637,GAUTAM SAINI,Desktop,2012,8,500,USA,2,44,Windows 8,Office 2010,McAfee 2012,0,0,0,0,0,0,0,,,,,
646092,GAUTAM SAINI,Laptop,2015,8,500,Japan,5,28,Windows 10,Office 2013,McAfee 2015,0,0,0,0,1,1,0,,,,,
656137,GAUTAM SAINI,Workstation,2017,8,500,Japan,5,19,Windows 10,Office 2016,McAfee 2017,0,1,0,0,1,0,1,,,,,
818585,GAUTAM SAINI,Laptop,2018,8,1000,Japan,4,55,Windows 10,Office 2016,McAfee 2018,0,1,0,0,0,0,1,,,,,
675647,GAUTAM SAINI,Workstation,2009,4,180,USA,2,56,Windows 7,Office 2007,McAfee 2009,1,1,1,1,1,1,0,,,,,
589995,GAUTHAM P,Desktop,2009,2,180,Japan,2,52,Windows 7,Office 2007,McAfee 2009,0,1,0,0,1,0,0,,,,,
293284,GAUTHAM P,Laptop,2010,4,240,Australia,4,20,Windows 7,Office 2010,McAfee 2010,1,0,1,0,0,1,1,,,,,
670713,GAUTHAM P,Laptop,2013,8,240,Australia,2,44,Windows 8.1,Office 2013,McAfee 2013,0,0,1,0,1,0,0,,,,,
805979,GAUTHAM P,Laptop,2016,4,500,Japan,3,26,Windows 10,Office 2016,McAfee 2016,1,0,1,0,0,1,0,,,,,
348456,GAUTHAM P,Desktop,2013,8,500,Australia,3,29,Windows 8.1,Office 2013,McAfee 2013,1,0,0,0,0,1,1,,,,,
641622,GAUTHAM P,Desktop,2017,8,1000,Australia,1,53,Windows 10,Office 2016,McAfee 2017,0,0,0,0,0,0,1,,,,,
443768,GAUTHAM P,Workstation,2010,2,240,Japan,2,45,Windows 7,Office 2010,McAfee 2010,0,1,1,1,0,1,1,,,,,
355430,GAUTHAM P,Desktop,2012,4,360,Japan,1,43,Windows 8,Office 2010,McAfee 2012,1,0,1,1,1,1,0,,,,,
129424,GITESH BHALLA,Laptop,2009,2,180,Japan,5,44,Windows 7,Office 2007,McAfee 2009,0,0,0,0,0,0,1,,,,,
879983,GITESH BHALLA,Laptop,2010,4,240,Australia,4,53,Windows 7,Office 2010,McAfee 2010,1,1,0,0,0,0,0,,,,,
225067,GITESH BHALLA,Desktop,2012,4,360,Australia,5,51,Windows 8,Office 2010,McAfee 2012,1,1,0,0,0,0,1,,,,,
640744,GITESH BHALLA,Laptop,2012,4,360,Japan,2,52,Windows 8,Office 2010,McAfee 2012,1,1,0,0,0,0,1,,,,,
714085,GITESH BHALLA,Desktop,2015,4,500,Japan,1,45,Windows 10,Office 2013,McAfee 2015,0,0,0,0,1,0,0,,,,,
792014,GITESH BHALLA,Workstation,2013,8,500,Australia,1,42,Windows 8.1,Office 2013,McAfee 2013,1,1,1,0,1,1,0,,,,,
164100,GITESH BHALLA,Laptop,2016,2,1000,Australia,1,50,Windows 10,Office 2016,McAfee 2016,0,1,0,0,0,0,1,,,,,
896550,GITESH BHALLA,Desktop,2009,4,180,Japan,4,56,Windows 7,Office 2007,McAfee 2009,1,0,1,1,1,0,0,,,,,
910518,GNANENDRA BODI,Laptop,2010,2,240,UK,4,24,Windows 7,Office 2010,McAfee 2010,1,1,0,0,0,0,0,,,,,
644852,GNANENDRA BODI,Laptop,2011,4,360,USA,2,21,Windows 7,Office 2010,McAfee 2011,0,1,1,0,1,0,0,,,,,
587954,GNANENDRA BODI,Laptop,2012,8,360,UK,4,21,Windows 8,Office 2010,McAfee 2012,1,0,1,0,1,0,1,,,,,
551253,GNANENDRA BODI,Workstation,2014,4,500,USA,5,43,Windows 8.1,Office 2013,McAfee 2014,0,0,0,0,0,1,1,,,,,
617099,GNANENDRA BODI,Desktop,2016,4,500,UK,2,28,Windows 10,Office 2016,McAfee 2016,0,1,1,0,0,1,1,,,,,
993263,GNANENDRA BODI,Laptop,2017,8,1000,USA,5,30,Windows 10,Office 2016,McAfee 2017,0,0,1,0,0,1,0,,,,,
120397,GNANENDRA BODI,Desktop,2013,4,500,UK,3,55,Windows 8.1,Office 2013,McAfee 2013,0,1,1,1,0,0,0,,,,,
743534,GNANENDRA BODI,Laptop,2015,4,500,USA,2,35,Windows 10,Office 2013,McAfee 2015,0,1,1,1,0,0,0,,,,,
723722,GOPALKRISHNA SARANGI,Laptop,2011,4,360,Italy,5,42,Windows 7,Office 2010,McAfee 2011,1,1,0,0,0,0,1,,,,,
659799,GOPALKRISHNA SARANGI,Desktop,2013,4,500,USA,1,26,Windows 8.1,Office 2013,McAfee 2013,1,1,0,0,1,1,0,,,,,
347114,GOPALKRISHNA SARANGI,Laptop,2013,8,500,USA,2,31,Windows 8.1,Office 2013,McAfee 2013,0,0,0,0,0,0,0,,,,,
324290,GOPALKRISHNA SARANGI,Desktop,2014,8,500,Italy,4,44,Windows 8.1,Office 2013,McAfee 2014,1,1,0,0,0,1,0,,,,,
464964,GOPALKRISHNA SARANGI,Workstation,2015,8,500,Italy,2,18,Windows 10,Office 2013,McAfee 2015,1,0,0,0,1,0,0,,,,,
638890,GOPALKRISHNA SARANGI,Laptop,2017,4,1000,USA,4,40,Windows 10,Office 2016,McAfee 2017,1,1,1,0,1,0,0,,,,,
445799,GOPALKRISHNA SARANGI,Desktop,2017,8,1000,Italy,2,54,Windows 10,Office 2016,McAfee 2017,1,0,0,0,0,0,0,,,,,
116250,GOPALKRISHNA SARANGI,Workstation,2010,4,240,USA,4,37,Windows 7,Office 2010,McAfee 2010,0,1,1,1,1,0,0,,,,,
712839,GOVIND LAKHOTIA,Desktop,2012,4,360,China,2,40,Windows 8,Office 2010,McAfee 2012,1,1,0,0,0,1,0,,,,,
624282,GOVIND LAKHOTIA,Laptop,2014,4,500,Russia,1,57,Windows 8.1,Office 2013,McAfee 2014,0,1,1,0,1,0,1,,,,,
767415,GOVIND LAKHOTIA,Workstation,2014,4,500,Russia,4,45,Windows 8.1,Office 2013,McAfee 2014,1,1,1,0,0,1,0,,,,,
262171,GOVIND LAKHOTIA,Desktop,2017,2,1000,Russia,3,53,Windows 10,Office 2016,McAfee 2017,0,1,0,0,0,1,0,,,,,
664568,GOVIND LAKHOTIA,Laptop,2016,8,1000,China,3,57,Windows 10,Office 2016,McAfee 2016,0,0,0,0,0,1,0,,,,,
806746,GOVIND LAKHOTIA,Desktop,2009,2,180,China,4,25,Windows 7,Office 2007,McAfee 2009,1,1,1,1,1,1,0,,,,,
771712,GOVIND LAKHOTIA,Laptop,2010,4,240,China,3,41,Windows 7,Office 2010,McAfee 2010,1,0,1,1,1,1,0,,,,,
799984,GOVIND LAKHOTIA,Laptop,2010,4,240,Russia,3,18,Windows 7,Office 2010,McAfee 2010,1,1,1,1,0,1,1,,,,,
303525,GREESHMA MASKE,Laptop,2009,4,180,Australia,2,22,Windows 7,Office 2007,McAfee 2009,1,0,1,0,0,0,0,,,,,
504981,GREESHMA MASKE,Laptop,2009,4,180,Australia,2,56,Windows 7,Office 2007,McAfee 2009,1,1,1,0,1,0,1,,,,,
141853,GREESHMA MASKE,Workstation,2015,4,500,Australia,2,47,Windows 10,Office 2013,McAfee 2015,1,0,0,0,0,0,0,,,,,
120959,GREESHMA MASKE,Desktop,2017,8,2000,China,1,27,Windows 10,Office 2016,McAfee 2017,0,0,0,0,0,1,0,,,,,
153088,GREESHMA MASKE,Laptop,2011,2,360,China,5,49,Windows 7,Office 2010,McAfee 2011,1,1,0,1,0,0,1,,,,,
962378,GREESHMA MASKE,Laptop,2012,4,360,Australia,5,36,Windows 8,Office 2010,McAfee 2012,1,0,1,1,0,1,1,,,,,
227456,GREESHMA MASKE,Laptop,2015,8,500,China,3,50,Windows 10,Office 2013,McAfee 2015,1,0,1,1,0,0,1,,,,,
147192,GREESHMA MASKE,Workstation,2018,8,1000,China,3,38,Windows 10,Office 2016,McAfee 2018,0,0,0,1,0,0,0,,,,,
448643,GUNEET KHER,Desktop,2010,4,240,USA,2,49,Windows 7,Office 2010,McAfee 2010,0,0,0,0,0,0,0,,,,,
565869,GUNEET KHER,Laptop,2011,4,240,Italy,4,28,Windows 7,Office 2010,McAfee 2011,0,1,0,0,0,1,0,,,,,
969289,GUNEET KHER,Desktop,2012,4,360,USA,4,55,Windows 8,Office 2010,McAfee 2012,0,1,1,0,0,0,1,,,,,
513251,GUNEET KHER,Laptop,2013,2,500,USA,4,56,Windows 8.1,Office 2013,McAfee 2013,0,0,0,0,0,0,1,,,,,
116354,GUNEET KHER,Laptop,2017,4,1000,Italy,4,49,Windows 10,Office 2016,McAfee 2017,0,0,0,0,0,0,1,,,,,
164087,GUNEET KHER,Desktop,2014,4,500,Italy,4,20,Windows 8.1,Office 2013,McAfee 2014,1,0,0,1,1,1,0,,,,,
858529,GUNEET KHER,Workstation,2015,8,500,Italy,4,21,Windows 10,Office 2013,McAfee 2015,0,0,0,1,0,0,0,,,,,
538154,GUNEET KHER,Desktop,2016,8,1000,USA,1,49,Windows 10,Office 2016,McAfee 2016,1,0,1,1,0,0,0,,,,,
240545,GURV BAJAJ,Workstation,2010,4,240,USA,1,39,Windows 7,Office 2010,McAfee 2010,0,0,1,0,0,1,0,,,,,
691897,GURV BAJAJ,Desktop,2013,4,240,USA,4,42,Windows 8.1,Office 2013,McAfee 2013,1,1,1,0,1,0,0,,,,,
622677,GURV BAJAJ,Laptop,2012,8,360,Italy,4,35,Windows 8,Office 2010,McAfee 2012,1,1,1,0,0,0,0,,,,,
